,games,name,pAssists,pBlocks,pFaceoffWins,pGoals,pHits,pPPpoints,pPenaltyMin,positionX,positionY
168,36.0,Josh Bailey,1.10487996852,0.121932992901,-0.966957185198,-0.0654050464807,-0.568199249183,-0.155922038981,-0.787266200642,LW,LW
169,26.0,Max Domi,0.687312687313,-0.466003046648,-0.954248410274,0.294054551027,-0.433589298523,0.168723330642,0.620049702801,LW,LW
170,22.0,Anthony Mantha,0.268970698723,0.0326883230109,-0.945929939415,1.752806954,-0.367794116028,0.381218481668,0.044329560483,RW,RW
172,35.0,Cal Clutterbuck,0.253432282004,-0.45906802128,-0.983006552388,-0.423221400114,2.08558972614,-1.0,-0.124752368357,RW,RW
173,35.0,Scott Wilson,-0.316309664362,-0.495130153195,-0.983006552388,-0.230961866818,1.10381117691,-1.0,-0.781188092089,LW,LW
174,35.0,Brandon Tanev,-0.772103221454,-0.026322438304,-0.983006552388,-0.615480933409,1.08043549717,-1.0,0.312871447464,LW,LW
175,34.0,Dale Weise,-0.765400375026,-0.591649388613,-0.982506745105,-0.604171549098,0.90099277914,-0.106270394215,-0.155321679021,RW,RW
176,39.0,Deryk Engelland,-0.386431750068,1.20071471684,-0.984749470091,-0.827459393196,0.615319407916,-1.0,1.45462076182,D,D
177,27.0,Joseph Cramarossa,-0.409156500066,-0.2520446714,-0.977971456799,-0.501549358123,1.15142830232,-1.0,1.48189432584,LW,LW
178,37.0,Drew Doughty,0.293468202559,1.28555944162,-0.983925117123,0.0912027565414,0.459400546148,0.642530086308,0.138413304671,D,D
179,25.0,Michael Stone,-0.0428335301063,2.23116701955,-0.976209173343,-1.0,1.02900900174,-1.0,-0.693663328925,D,D
180,28.0,Matt Read,-0.430258053635,-0.18860203192,-0.978758190485,0.441946499715,0.490199583648,1.17048618548,-0.863242557556,RW,RW
181,36.0,Chris Stewart,-0.667650531287,-0.61433553369,-0.983478592599,0.308432934927,0.0681386993905,-1.0,1.49962214245,RW,RW
182,36.0,Chris Stewart,-0.667650531287,-0.61433553369,-0.983478592599,0.308432934927,0.0681386993905,-1.0,1.49962214245,RW,RW
183,37.0,Patrick Eaves,-0.0298988480807,-0.147179312829,-0.983925117123,1.36427263917,-0.00495417308076,4.74885530208,-0.379047288361,RW,RW
184,32.0,James Neal,-0.252213695396,-0.52668451862,-0.981413416674,1.94397410359,0.0993874379365,0.899175412294,0.0171334781787,RW,RW
185,39.0,Alex Chiasson,-0.386431750068,-0.741092386254,-0.984749470091,-0.137296965982,-0.13989486072,-1.0,0.129125550437,RW,RW
186,36.0,Andrew Ladd,-0.556867375049,0.0868725868726,-0.983478592599,0.495351925631,-0.0909457877528,-0.155922038981,0.170035896467,LW,LW
187,32.0,Tyler Toffoli,0.495572609209,-0.921114086437,-0.981413416674,0.682270916335,-0.0795826100997,0.899175412294,-0.0426979028906,C,RW
189,36.0,Reilly Smith,-0.00295159386068,-0.333852285465,-0.983478592599,0.308432934927,-0.22730391959,2.37631184408,-0.574532401285,RW,RW
190,30.0,Matt Calvert,-0.73412042503,-0.0744052808569,-0.980174311119,0.121513944223,-0.15457958261,-1.0,1.23370489326,LW,LW
191,33.0,Patrick Wiercioch,-0.274873886444,0.453413195349,-0.981976646472,-0.592176747555,-0.231435984191,-1.0,-0.0136887484327,D,D
192,30.0,Jordin Tootoo,-1.0,-0.789637563831,-0.980174311119,-1.0,-0.209122835345,-1.0,0.0211222369167,RW,RW
193,22.0,Seth Griffith,-0.0935923580552,-0.713142132497,-0.972964969708,-1.0,0.0784688608933,-1.0,-0.477835219759,C,RW
201,35.0,Adam McQuaid,-0.886051610727,1.27191431062,-1.0,-1.0,1.12718685666,-1.0,1.29752503306,D,D
202,36.0,Mathew Dumba,0.107831562377,0.121932992901,-1.0,-0.0654050464807,0.0226859887781,0.688155922039,0.967787644058,D,D
203,35.0,Mark Borowiecki,-0.886051610727,0.803106595733,-1.0,-0.807740466705,3.20762235383,-1.0,2.55569350355,D,D
204,36.0,Matt Martin,-0.778433687525,-0.61433553369,-1.0,-0.626162018592,2.3180478747,-1.0,2.72284148876,LW,LW
205,33.0,Luke Schenn,-0.758291295481,1.02712893035,-1.0,-1.0,2.19821800127,-1.0,1.26271404771,D,D
206,36.0,Brenden Dillon,-0.667650531287,0.367355835098,-1.0,-1.0,1.22718282001,-1.0,0.648686945022,D,D
207,39.0,Kevin Bieksa,-0.897738625011,0.650536037633,-1.0,-0.654918786393,1.03488289049,-0.220851112905,0.816419363746,D,D
208,22.0,Michael Del Zotto,-0.0935923580552,2.15543654253,-1.0,0.223469757334,2.60729239678,-1.0,-0.651890146506,D,D
209,36.0,Ryan Reaves,-0.556867375049,-0.754577157803,-1.0,-0.626162018592,1.15900375409,-1.0,0.276402796146,RW,RW
210,33.0,Lawson Crouse,-0.758291295481,-0.464531980661,-1.0,-0.592176747555,1.18173010939,-1.0,0.856585885303,LW,LW
211,39.0,Micheal Ferland,-0.386431750068,-0.514548224226,-1.0,-0.137296965982,0.825101149204,0.55829777419,-0.0672441105088,LW,LW
212,36.0,Chris Neil,-0.889216843762,-0.509154315606,-1.0,-0.813081009296,0.954466556331,-1.0,1.60598904213,RW,RW
213,19.0,Eric Gryba,-0.790095072392,0.527895589016,-1.0,-0.645837701824,2.70319979094,-1.0,2.42613382123,D,D
